Y,JD,S,E,A1,A2,A3,A4,P1,P2,P3,P4,Q1,Q2,Q3,Q4,COMMENTS,T1,N1,T2,N2,Grade,Traces,12LPX,12LPY,12LPZ,14SPZ,14LPX,14LPY,14LPZ,15SPZ,15LPX,15LPY,15LPZ,16SPZ,16LPX,16LPY,16LPZ
74,145,0450,0503,,1,,,,2,,,,,,,LARGE SPZ,C,,C,,C,2,,,,1,,1,,,,,,,,,
74,145,0648,0700,,1.2,,,,2,,,,,,,LARGE SPZ,C,,C,,C,1,,,,1,,,,,,,,,,,
74,146,0415,0446,,,0.7,1.9,,,2,2,,,,,,,,A,261,C,2,,,,,,,,,,,,,1,1,
74,146,2230,2258,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,147,0900,0935,0.9,1.9,,3.1,2,2,,2,,,,,S.R. @16 147 1602,M,,A,224,C,3,,,,,,1,,,,,,,1,1,
74,149,1055,1200,1.2,9,,,2,2,,,,,2,,"S.R. @15 149 0453,14SP=4",C,,C,,B,5,,1,1,1,1,1,,,,,,,,,
74,149,2045,2100,,,,2.2,,2,2,2,,,2,,"SPZ=2,5@14,16",H,,H,,,,,,,,,,,,,,,,,,
74,150,0552,0625,,,,2.7,,,,,,,2,,S.R. @14 150 1210,,,,,,,,,,,,,,,,,,,,,
74,150,1657,1725,,,,2,,,,,,2,2,,S.R. @12 150 1913,,,,,,,,,,,,,,,,,,,,,
74,151,1148,1250,3.4,10.1,3,14.4,2,2,2,2,,,,,INVERTED,A,1,A,1,B,11,1,1,1,1,1,1,,,1,1,,,1,1,1
74,151,1430,1500,,,,4.2,,,,,,,,,,M,,A,256,,,,,,,,,,,,,,,,,
74,151,1749,1820,,,,6,,,,,,,,,,M,,A,100,,,,,,,,,,,,,,,,,
74,152,0545,0600,,,2,,,,2,,,,,,,Z,,Z,,C,3,,,,,,,,1,1,1,,,,,
74,152,0658,0730,,,4.8,,,,2,,,,,,C SP=5,C,,C,,C,4,,,,,,,,1,1,1,1,,,,
74,152,2310,2345,1.3,3.8,1.7,3.8,2,2,2,2,,,,,LIKE A 45,M,,A,73,C,5,,,,,1,1,,,,1,,,1,1,
74,153,0108,0125,,,,5.8,,,,,,,,,,M,,A,241,,,,,,,,,,,,,,,,,
74,153,0821,0835,,,2.3,,,,2,,,,,,,Z,,Z,,C,1,,,,,,,,1,,,,,,,
74,153,1540,1555,,,,5.4,,,,,,,,,C NEAR 16,C,,C,,,,,,,,,,,,,,,,,,
74,153,2020,2030,,,2.1,,,,2,,,,,,,Z,,Z,,C,1,,,,,,,,1,,,,,,,
74,154,2257,2340,0.8,1.8,1.2,5,2,2,2,2,,,,,,M,,A,203,C,6,,,,,1,1,,,,1,,,1,1,1
74,155,0103,0140,0.7,2,1.2,,2,2,2,,,,,,,C,,C,,,,,,,,,,,,,,,,,,
74,155,0650,0740,1.2,4,6.2,7,2,2,2,2,,,,,,C,,C,,B,8,,,,,1,1,,,1,1,1,,1,1,1
74,155,0948,1040,1.8,6,1.5,5.3,2,2,2,2,,,,,,C,,C,,B,9,1,1,1,,1,1,,,,1,,,1,1,1
74,155,1524,1600,0.8,2,,2,,2,,2,,,,,,,,A,20,C,4,,,,,1,1,,,,,,,1,1,
74,156,1347,1520,,2,1.7,3.5,,2,2,2,,,,,,M,,A,231,C,7,,,,,1,1,,,1,1,1,,1,1,
74,156,1730,1800,,1.3,,2.5,,2,,2,,,,,,,,A,8,C,4,,,,,1,1,,,,,,,1,1,
74,157,1154,1220,0.8,1.6,,,2,2,,,,,,,M?,,,A,6,C,2,,,,,1,1,,,,,,,,,
74,157,1435,1510,,1.9,1.2,2,,2,2,2,,,,,C,,,A,270,C,5,,,,1,1,1,,,,,,,1,1,
74,158,0353,0430,,1.2,,4,,2,2,,,,,,,A,33,A,33,C,3,,,,,,,,,,,,,1,1,1
74,158,1715,1730,,1.2,,,,2,,,,,,,"GOOD SPZ,C",C,,C,,B,1,,,,1,,,,,,,,,,,
74,159,1038,1120,0.5,2,1.4,2,2,2,2,2,,,,,C,C,,C,,C,6,,,,,1,1,,,1,1,,,1,1,
74,160,1611,1650,0.6,2.4,,,2,2,,,,,,,C SP=2,C,,C,,C,2,,,,,1,1,,,,,,,,,
74,160,1824,1910,1,3.2,,,2,2,,,,,,2,C DIST NO SP,C,,C,,C,5,1,1,1,,1,1,,,,,,,,,
74,161,0344,0354,,4.4,,,,2,,,,,2,2,"CLOSE TO 14, V STRONG SP",C,,C,,B,3,,,,1,1,1,,,,,,,,,
74,162,1627,1705,1.3,4.8,,1.4,2,2,,2,,,2,,,,,,,C,3,,,,,1,1,,,,,,,,1,
74,163,1501,1535,1.1,3.7,,2.1,2,2,,2,,,,,,,,,,C,6,1,1,,,1,1,,,,,,,1,1,
74,164,0716,0733,,,1,3.1,,,2,2,,2,,,,,,A,284,C,2,,,,,,,,,,,,,1,1,
74,164,2233,2259,,,1.1,4.5,,,2,2,,,,,SUNSET AT 14,,,A,258,C,2,,,,,,,,,,,,,1,1,
74,165,0805,0830,,2,1.1,2.2,,2,2,2,,,,,,,,A,267,C,4,,,,,1,1,,,,,,,1,1,
74,165,1702,1814,,,,4.9,,,,,,,,,,M,,M,,,,,,,,,,,,,,,,,,
74,166,1321,1344,1.4,9,2.9,6,2,2,2,2,,,,,,A,42,A,42,B,10,,1,1,,1,1,,,1,1,1,,1,1,1
74,166,1812,1826,,2.1,,3,,2,,2,,,,,,,,A,425,,,,,,,,,,,,,,,,,
74,166,2237,9999,,,,6.2,,,,,,,,,,,,A,100,,,,,,,,,,,,,,,,,
74,166,2303,2324,1.1,4.9,2,4,2,2,2,2,,,,,,C,,C,,C,2,,,,,1,1,,,,,,,,,
74,167,0021,0045,0.9,2.7,2.9,4.6,2,2,2,2,,,,,,A,44,A,44,C,6,,,,,,1,,,1,1,,,1,1,1
74,167,0259,0324,,2,1.1,5.5,,2,2,2,,,,,,M,,A,25,C,7,,,,,1,1,,,1,1,,,1,1,1
74,167,0701,0732,,,7.1,,,,2,,,,,,15 SP= 19MM,C,,C,,B,4,,,,,,,,1,1,1,1,,,,
74,167,0938,0955,1.1,2.5,,2.6,2,2,,2,,,,,,,,A,9,C,6,1,,1,,1,1,,,,,,,1,1,
74,167,1138,1203,1.1,2.1,2,4,2,2,2,2,,,,,,,,A,44,C,8,,,1,,1,1,,,1,1,1,,1,1,
74,167,1258,1320,0.8,4.1,0.8,2.9,2,2,2,2,,,,,,A,50,A,50,C,5,,,1,1,1,1,,,,,,,,1,
74,167,1328,1356,,2,1.1,4.1,,2,2,2,,,,,,M,,A,426,C,4,,,,,,,,,1,1,,,1,1,
74,167,1408,1450,1.8,7,4.2,5,2,2,2,2,,,,,,C,,C,,B,10,1,1,1,,1,1,,,1,1,1,,1,1,
74,167,1603,1620,,2.6,,3,,2,,2,,,,,,,,,,C,1,,,,,,,,,,,,,,1,
74,167,1933,2110,1.1,4.8,31,7.2,2,2,2,2,,,,,15 SP = 21.0MM,C,,C,,A,13,1,1,1,1,1,1,,1,1,1,1,,1,1,1
74,168,0238,0303,,,0.6,2.3,,,2,2,,,,,,,,A,97,,,,,,,,,,,,,,,,,
74,168,0603,0628,,,0.9,3.8,,,2,2,,,,,,,,A,422,C,2,,,,,,,,,,,,,1,1,
74,168,1442,1503,,2,,0.9,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
74,168,2028,2056,,1.8,1.2,3,,2,2,2,,,,,,,,A,286,C,5,,,,,,1,,,1,1,,,1,1,
74,169,0006,0055,0.8,5.4,2.5,6.5,2,2,2,2,,,,,,C,,C,,B,10,,1,,1,1,1,,,1,1,1,,1,1,1
74,169,0312,0338,0.6,2.4,1.6,1.9,2,2,2,2,,,,,,,,A,223,C,3,,,,,,1,,,1,1,,,,,
74,169,2109,2126,0.7,2.1,,1.8,2,2,,2,,,,,,,,A,41,C,3,,,,1,1,1,,,,,,,,,
74,170,0243,0305,1.3,5,1,3.3,2,2,2,2,,,,,,A,40,A,40,C,5,,,,1,1,1,,,,,,,1,1,
74,170,1648,1740,1.5,27,1.9,6.3,2,2,2,,,,,,14SP=23,C,,C,,,,,,,,,,,,,,,,,,
74,170,1700,1740,2,6,2,6,2,2,2,2,,3,,,14 AMP EST,A,20,A,20,C,8,1,1,1,,,,,,1,1,,,1,1,1
74,170,1812,1828,,1.6,0.8,4.8,,2,2,2,,,,,,,,A,216,C,2,,,,,,,,,,,,,1,1,
74,170,1859,1945,,,5,,,,2,,,,,,15 SP = 11.0MM,C,,C,,B,4,,,,,,,,1,1,1,1,,,,
74,170,2018,2038,0.7,3.1,1.1,3.5,2,,2,2,,,,,,,,A,243,C,5,,,,,1,1,,,,1,,,1,1,
74,171,1118,1145,,0.7,,4.9,,2,,2,,,,,,,,A,268,B,2,,,,,,,,,,,,,1,1,
74,171,1257,1310,0.6,2.4,,1.7,2,2,,2,,,,,,,,A,308,,,,,,,,,,,,,,,,,
74,172,0336,0357,,2,2,3.1,,2,2,2,,,,,,,,A,242,C,3,,,,,,,,,,1,,,1,1,
74,174,1517,1530,,2.5,,,,2,,,,,,,14 SP = 29.0MM,C,,C,,B,1,,,,1,,,,,,,,,,,
74,175,0558,0620,,2.2,,2,,2,,2,,,,,,M,,A,224,C,3,,,,,,1,,,,,,,1,1,
74,176,0023,0230,2.1,40,1.8,2,2,2,2,2,,,,,C,C,,C,,A,10,1,1,1,1,1,1,,,1,1,,,1,1,
74,176,1507,,-1,-1,,-1,,,,,,,,,,,,A,1,,,,,,,,,,,,,,,,,
74,177,0159,0230,1.4,3.1,1.2,2.1,2,2,2,2,,,,,C   SR @16 177 0250,,,,,C,2,,,,,1,1,,,,,,,,,
74,177,0836,0900,1,2.2,,,2,2,,,,,,2,,M,,A,73,C,2,,,,,1,1,,,,,,,,,
74,177,1148,1200,,,,8,,,,,,,,,C SP=30,C,,C,,,,,,,,,,,,,,,,,,
74,177,1508,1530,0.8,2,2,3,2,2,2,2,,,,,,M,,A,25,C,4,,,,,,1,,,,,,,1,1,1
74,178,0753,0820,,2,1.1,,,2,2,,,,,2,C,C,,C,,C,1,,,,,,1,,,,,,,,,
74,178,1200,1235,0.5,2.5,1.2,,2,2,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,
74,178,1541,1610,1,3,2,4,2,2,2,2,,,,,SR@15 178  1645,C,,C,,C,5,,,,1,1,1,,,,,,,1,1,
74,178,1708,1720,,1.8,,,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,
74,178,1857,1915,2,,,,2,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,
74,178,2008,2040,1,3.5,,7,2,2,2,2,,,2,,INVERTED,A,1,A,1,C,6,,,1,,1,1,,,,,,,1,1,1
74,178,2228,2300,1,3,,4,2,2,,2,,,2,,,M,,A,213,C,4,,,,,1,1,,,,,,,1,1,
74,179,0056,0120,,2,,3,,2,,2,,,2,,,,,A,239,C,3,,,,,,1,,,,,,,1,1,
74,179,0140,0210,,1.5,,3.5,,2,,2,,,2,,,,,,,C,3,,,,,,1,,,,,,,1,1,
74,179,0240,0255,,2,,3,,2,,2,,,2,,,,,,,C,2,,,,,,,,,,,,,1,1,
74,179,0256,0310,,2.2,,4,,2,,2,,,2,,,M,,A,359,C,3,,,,,,1,,,,,,,1,1,
74,179,0435,9999,,2,,3,,2,,2,,,2,,,M,,A,8,C,3,,,,,,1,,,,,,,1,1,
74,179,0450,0515,,2,,4.5,,2,,2,,,2,,,,,,,C,2,,,,,,,,,,,,,1,1,
74,179,0540,0600,,2,,3.8,,2,,2,,,2,,,M,,A,240,C,3,,,,,,1,,,,,,,1,1,
74,179,0758,0820,1,2.2,,3,2,2,,2,,,2,,,M,,M,,C,3,,,,,,1,,,,,,,1,1,
74,179,0847,0900,,2,,4,,2,,2,,,2,,,M,,A,204,C,2,,,,,,,,,,,,,1,1,
74,179,0916,0930,,2.5,,,,2,,,,,2,2,,,,A,252,,,,,,,,,,,,,,,,,
74,179,1112,1140,,2,,,,2,,,,,2,,C  SP=LP,C,,C,,C,2,,,,1,,1,,,,,,,,,
74,179,1256,1315,,2,,3.5,,2,,2,,,2,,,M,,M,,C,3,,,,,,1,,,,,,,1,1,
74,179,1328,1345,1.2,2.8,,4,2,2,,2,,,2,2,,M,,A,1,C,9,1,1,1,1,1,1,,,,,,,1,1,1
74,179,1349,1515,1,2.2,,4,2,2,,2,,,2,,,M,,M,,C,6,1,1,1,1,1,1,,,,,,,,,
74,179,1735,1755,1,2.2,,3.2,2,2,,2,,,2,,,M,,A,202,C,5,,,,,1,1,,,,,,,1,1,1
74,179,1802,1835,1,3,,4,2,2,,2,,,2,,C?,C,,C,,C,5,,,,,1,1,,,,,,,1,1,1
74,179,1855,1915,,2,,4,,2,,2,,,2,,,,,A,331,C,3,,,,,,1,,,,,,,1,1,
74,179,1945,2005,1,2,,,2,2,,,,,2,2,,,,A,53,C,3,,,1,,1,1,,,,,,,,,
74,179,2012,2035,,2,,4,,2,,2,,,2,,SR@14 179 2308,,,A,234,C,3,,,,,,1,,,,,,,1,1,
74,180,1615,1700,5.5,18,4,16,2,2,2,2,,,,,C  SR@12 180 0610,C,,C,,,,,,,,,,,,,,,,,,
74,180,1916,1930,,3.5,,4,,2,,2,,,,,,M,,A,202,C,5,,,,,1,1,,,,,,,1,1,1
74,180,2108,2130,,,2,8,2,,2,2,,2,,,,M,,A,241,C,5,,,,,,,,,1,1,,,1,1,1
74,180,2232,2300,1,3.8,2,3,2,2,2,2,,,,,C,C,,C,,,,,,,,,,,,,,,,,,
74,181,0750,0810,,3.8,2,,,2,2,,,,,2,,,,A,259,,,,,,,,,,,,,,,,,
74,181,0833,0910,,,,10,,,,2,,,,,C  SP=LP,C,,C,,B,4,,,,,,,,1,1,1,1,,,,
74,181,0957,1010,,,1.5,5,,,2,2,,2,,,,,,A,26,C,2,,,,,,,,,,,,,1,1,
74,181,1745,1900,22,62,2,5.5,2,2,2,2,,,,,C  SP@14=20,C,,C,,B,9,1,1,1,1,1,1,,,,1,,,1,1,
74,182,0238,0315,,,,8,,,,,,2,,,CLEAR S,M,,A,99,,,,,,,,,,,,,,,,,
74,182,0553,0650,1.2,3.6,1.6,7.2,2,2,2,2,,,,,,M,,A,203,B,7,,,,,1,1,,,1,1,,,1,1,1
74,182,1650,1720,0.9,2.7,,,2,2,,,,,,,,,,,,C,2,,,,,1,1,,,,,,,,,
74,182,1754,1802,,,2.3,,,,2,,,,,,,Z,,Z,,C,3,,,,,,,,1,1,1,,,,,
74,182,2127,2220,5.1,8.2,1.6,2.8,2,2,2,2,,,,,14SP=3.5,C,,C,,B,6,1,1,1,1,1,1,,,,,,,,,
74,183,0133,0205,1,2.2,1,3.2,2,2,2,2,,,,,,,,A,20,C,8,1,1,,,1,1,,,1,1,,,1,1,
74,183,2210,2300,0.9,3.1,2.1,,2,2,2,,,,,,,C,,C,,C,2,,,,,1,1,,,,,,,,,
74,184,0404,0500,1.7,4,2.6,4.4,2,2,2,2,,,,,CLOSEST TO 15,C,,C,,B,9,1,1,1,,1,1,,,1,1,,,1,1,
74,184,1109,1135,,1.9,,,,2,,,,,,,NEAR 14,C,,C,,B,3,,,,1,1,1,,,,,,,,,
74,184,1135,1205,1,1.7,,,2,2,,,,,,,,,,A,73,C,5,1,1,1,,1,1,,,,,,,,,
74,184,1153,,,,,-1,,,,,,,,,,,,A,8,,,,,,,,,,,,,,,,,
74,184,1417,1440,,,3.6,,,,2,,,,,,NEAR 15,C,,C,,B,3,,,,,,,,1,1,1,,,,,
74,185,0749,0830,1,2.8,1.7,2.1,2,2,2,2,,,,,,C,,C,,C,7,1,1,,,1,1,,,,1,,,1,1,
74,185,1654,1725,,,3.2,,,,2,,,,,,NEAR 15,C,,C,,C,3,,,,,,,,1,1,1,,,,,
74,185,2028,2055,0.9,1.6,,,2,2,,,,,,,,,,A,253,C,2,,,,,1,1,,,,,,,,,
74,186,0656,0750,,,1.3,6,,,2,2,,,,,,A,33,A,33,C,3,,,,,,,,,,1,,,1,1,
74,187,0257,0430,7.8,20,10,17.7,2,2,2,2,,,,,CLOSEST TO 14,C,,C,,A,13,1,1,1,1,1,1,,,1,1,1,1,1,1,1
74,187,1414,1600,3.5,10,50,11.2,2,2,2,2,,,,,CLOSEST TO 15 SP=13,C,,C,,A,14,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
74,189,0232,0305,1,2,3,,2,2,2,,,,,,C?,,,,,,,,,,,,,,,,,,,,,
74,189,0309,0340,0.6,1.8,2,,2,2,2,,,,,,C?,,,A,20,C,4,,,,,1,1,,,1,1,,,,,
74,190,0952,1040,,1.1,,4,,2,,2,,,,2,C?,,,A,258,C,4,,,,,1,1,,,,,,,1,1,
74,190,1443,,-1,-1,,,,,,,,,,,,,,A,18,,,,,,,,,,,,,,,,,
74,191,2158,2230,,5,,,,2,,,,2,2,2,"NEAR 14. GOOG SP,C",C,,C,,C,3,,,,1,1,1,,,,,,,,,
74,192,0052,0240,8,51,25,45,2,2,2,2,,,2,,"SPZ=80,140,130@14,15,16",H,,H,,A,14,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
74,192,1236,1310,0.7,2.6,,,2,2,,,,2,2,2,M?,,,,,C,2,,,,,1,1,,,,,,,,,
74,192,1542,1610,0.5,2.8,,,2,2,,,,2,2,,M?,,,,,C,2,,,,,1,1,,,,,,,,,
74,192,1758,1825,0.5,2.5,,,2,2,,,,2,2,,M?,,,,,C,2,,,,,1,1,,,,,,,,,
74,193,0236,0310,,,1.2,2.1,,,2,2,,2,,,C,C,,C,,C,4,,,,,,,,,1,1,,,1,1,
74,193,2025,2105,1,,,4.5,2,,,2,,2,,,,M,,A,104,C,6,1,1,1,,,,,,,,,,1,1,1
74,194,0543,0630,1.8,4,2.2,4.2,2,2,2,2,,2,,,,A,42,A,42,C,11,1,1,1,,1,1,,,1,1,1,,1,1,1
74,194,1609,1710,1,5,2.8,4.8,2,2,2,2,,2,,,,A,50,A,50,B,11,1,1,1,,1,1,,,1,1,1,,1,1,1
74,194,1920,2015,1,3.1,2.9,7.8,2,2,2,2,,,,,,A,44,A,44,B,10,1,1,1,,1,1,,,1,1,1,,1,1,
74,194,2032,2100,,,,3.5,,,,,,,,,"NEAR 16. GOOD SP,C",C,,C,,,,,,,,,,,,,,,,,,
74,195,0510,0550,,2.2,1.9,3.5,,2,2,2,,,,,,M,,A,25,B,8,,,,,1,1,,,1,1,1,,1,1,1
74,195,0553,0610,1,2.8,,,2,2,,,,,,,,M,,A,23,,,,,,,,,,,,,,,,,
74,195,0612,0645,1.8,4,3,,2,2,2,2,,,,,,A,9,A,9,C,5,1,1,1,,,,,,,,,,1,1,
74,195,0700,0745,,2.2,,2,,2,,2,,,,,C?,,,,,,,,,,,,,,,,,,,,,
74,195,0748,0835,1.2,3,2.1,4,2,2,2,2,,,,,,M,,A,44,,,,,,,,,,,,,,,,,
74,195,1528,1605,,2.5,0.8,2.5,,2,2,2,,,,,,M,,A,60,C,3,,,,,,1,,,,,,,1,1,
74,195,1850,1930,,,1,3,,,2,2,,,,,,M,,A,444,C,4,,,,,,,,,,1,,,1,1,1
74,196,0322,0425,1,2,,3.2,2,2,,2,,,,,"DIST,C",C,,C,,,,,,,,,,,,,,,,,,
74,196,1152,1220,,1.2,1,2.2,,2,2,2,,,,,2 EVENTS AT 16,M,,A,286,,,,,,,,,,,,,,,,,
74,196,1235,1305,,2,,3.2,,2,,2,,,,,,M,,A,100,,,,,,,,,,,,,,,,,
74,196,1755,1820,,2,,2,,2,,,,,,,,M,,A,392,C,1,,,,,,1,,,,,,,,,
74,196,1958,2030,,1.5,,2,,2,,2,,,,,C?,,,A,1,C,3,,,,,,1,,,,,,,1,1,
74,197,0756,0825,,2.5,,2,,2,,2,,,,,C,C,,C,,C,3,,,,1,,1,,,,,,,,1,
74,197,1334,1400,,2.2,,1.8,,2,,2,,,,,,A,30,A,30,C,3,,,,1,,1,,,,,,,,1,
74,197,2222,2250,,2.1,,2,,2,,2,,,,,,M,,A,41,C,2,,,,,,1,,,,,,,,1,
74,198,0037,0110,1.5,4,1,2,2,2,2,2,,,,,,A,40,A,71,C,7,,1,,1,1,1,,,,,1,,1,1,
74,198,0510,0530,,1.5,0.5,2,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
74,198,1205,9999,5,20,15,19,2,2,2,2,,,,,C 14SP=2,C,,C,,A,13,1,1,1,1,1,1,,,1,1,1,1,1,1,1
74,198,1317,1410,2.5,5,3,10,2,2,2,2,,,,,,A,20,A,20,B,11,1,1,1,,1,1,,,1,1,1,,1,1,1
74,198,2147,2220,1,3,1.5,3.5,2,2,2,2,,,,,,M,,A,243,C,8,,,,1,1,1,,,1,1,1,,1,1,
74,199,0338,0400,,1.2,,3,,2,,2,,,,,,M,,A,412,C,4,,,,,,1,,,,,,,1,1,1
74,199,0710,0740,0.7,2.5,,2,2,2,,2,,,,,,M,,A,15,C,2,,,,1,,1,,,,,,,,,
74,199,1452,1620,1,2,,,2,2,,,,,,,,M,,A,308,C,2,,,,1,,1,,,,,,,,,
74,199,1840,1920,,1.5,1.2,2.8,,2,2,2,,,,,,M,,A,242,C,4,,,,,,1,,,,1,,,1,1,
74,200,0758,0840,,1.5,1,4.5,,2,2,2,,,,,,M,,A,268,C,4,,,,,,1,,,,1,,,1,1,
74,200,1825,1910,1,3,1,2.5,2,2,2,2,,,,,"DIST,C",C,,C,,C,4,,,,1,,1,,,1,1,,,,,
74,201,0450,0515,,1.5,,,,2,,,,,,,"SP=3,C",C,,C,,,,,,,,,,,,,,,,,,
74,201,0642,0720,,,4,,,,2,,,,,,"SP=7,C",C,,C,,A,3,,,,,,,,1,1,1,,,,,
74,201,0805,0840,,1,,3,,2,,2,,,,,,M,,A,422,C,2,,,,,,,,,,,,,1,1,
74,201,1015,9999,,1,,2,,2,,2,,,,,,M,,A,89,C,2,,,,,,,,,,,,,1,1,
74,201,1045,1120,,1.2,,2,,2,,2,,,,,,,,A,431,C,2,,,,,,,,,,,,,1,1,
74,202,0940,1010,,1,,1.5,,2,,2,,,,,,,,,,C,2,,,,,,,,,,,,,1,1,
74,203,1913,1946,,1.9,0.9,4.9,,2,2,2,,,,,,,,A,269,C,4,,,,,,1,,,,,,,1,1,1
74,204,1722,1738,,,1.1,2.1,,,2,2,,,,,,,,A,1,C,1,,,,,,,,,,,,,,1,
74,205,0554,0620,,,,3,,,,,,2,,2,,M,,A,428,,,,,,,,,,,,,,,,,
74,205,0721,0740,,,,4,,,,,,2,,2,,M,,A,428,,,,,,,,,,,,,,,,,
74,205,0819,0840,,1.2,,3.8,,2,,2,,,,,,M,,M,,,,,,,,,,,,,,,,,,
74,205,0909,0932,,1.9,,5.5,,2,,2,,,,,,M,,A,35,C,3,,,,,,1,,,,,,,1,1,
74,205,1016,,-1,-1,-1,-1,,,,,,,,,,,,A,1,,,,,,,,,,,,,,,,,
74,205,1845,1904,,2,1.8,3.8,,2,2,2,,,,,,,,A,25,C,5,,,,,,1,,,1,1,,,1,1,
74,205,2126,2140,1.1,3,1.6,4.5,2,2,2,2,,,,,,,,A,73,,,,,,,,,,,,,,,,,
74,206,0355,0410,,2.1,,4,,2,,2,,,,,,,,A,211,C,3,,,,,,1,,,,,,,1,1,
74,206,0544,0558,,1.9,,5.5,,2,,2,,,,,,,,A,426,C,3,,,,,,1,,,,,,,1,1,
74,206,0756,,-1,-1,,-1,,,,,,,,,,,,A,1,,,,,,,,,,,,,,,,,
74,206,1414,1519,3.5,12,4.8,,2,2,2,,,,,2,16 SUNRISE,C,,C,,B,9,1,1,1,1,1,1,,,1,1,1,,,,
74,207,0623,0635,,3.5,1.7,4.5,,2,2,2,,,,2,,,,A,202,C,1,,,,,,1,,,,,,,,,
74,207,0801,0823,,3.2,,,,2,,,,,,,14 SP = 1.6MM,C,,C,,B,2,,,,1,,1,,,,,,,,,
74,207,2029,2125,2.8,4.5,,,2,2,,,,,,2,,C,,C,,,,,,,,,,,,,,,,,,
74,208,0503,0540,1.2,3.5,,,2,2,,,,,2,2,,M,,M,,C,5,1,1,1,,1,1,,,,,,,,,
74,208,0735,0758,0.9,4.1,,,2,2,,,,,2,2,,M,,A,202,C,3,,,1,1,,1,,,,,,,,,
74,208,1207,1230,0.9,3,,4.3,2,2,2,2,,,2,2,,,,A,254,C,3,,,,,,1,,,,,,,1,1,
74,208,1925,1944,,3.8,,4.3,,2,,2,2,,2,2,,,,A,259,C,4,,,,1,,1,,,,,,,1,1,
74,210,0315,0340,,,1,8,,,2,2,,2,,,,M,,A,99,C,3,,,,,,,,,,,,,1,1,1
74,210,1406,1440,,,,10,,,,2,,2,,,C SP=LP,C,,C,,B,4,,,,,,,,,,,,1,1,1,1
74,210,1824,1840,,,1.5,3.5,,,2,2,,2,,,,,,,,C,4,,,,,,,,,1,1,,,1,1,
74,210,2252,2310,,,1.8,4,,,2,2,,2,,,,,,A,231,C,4,,,,,,,,,1,1,,,1,1,
74,211,0516,0540,,3,,3.5,,2,,2,,,,,,,,A,228,C,2,,,,,,,,,,,,,1,1,
74,211,0607,0635,,2.2,,6,,2,,2,,,,,,M,,A,35,C,2,,,,,,,,,,,,,1,1,
74,212,0239,0300,,2,1,5,,2,2,2,,,,,,M,,M,,C,4,,,,,,,,,1,1,,,1,1,
74,212,0927,0945,,2,1,3.5,,2,2,2,,,,,,,,A,8,C,4,,,,,1,1,,,,,,,1,1,
74,213,0424,0440,,1.5,,2.5,,2,,2,,,,,,,,A,262,C,4,,,,,1,1,,,,,,,1,1,
74,214,0233,0250,1,2,,,2,2,,,,,,,,,,A,73,C,4,1,1,,,1,1,,,,,,,,,
74,214,0744,0755,,,,6,,,,,,,,,C SP=30,C,,C,,,,,,,,,,,,,,,,,,
74,214,1311,1340,,2,2,11,,2,2,2,,,,,,A,33,A,33,C,5,,,,,1,1,,,,1,,,1,1,
74,214,1833,,,,,-1,,,,,,,,,,,,A,8,,,,,,,,,,,,,,,,,
74,215,0919,0945,,,2,4,,,2,2,,,,,"P,S@16",M,,A,284,B,3,,,,,,,,,,1,,,1,1,
74,215,1306,1325,,,1,3,,,2,2,,,,,,,,A,21,C,2,,,,,,,,,,,,,1,1,
74,216,0430,0500,,,,4,,,,,,,,,C SP=13,C,,C,,,,,,,,,,,,,,,,,,
74,216,1253,1410,1.5,5,13,4,2,2,2,2,,,,,C DIST,C,,C,,B,9,1,1,,,1,1,,,1,1,1,,1,1,
74,216,1606,,,,,-1,,,,,,,,,,,,A,18,,,,,,,,,,,,,,,,,
74,216,2343,0010,,,,4,,,,2,,,,,C SP=10,C,,C,,,,,,,,,,,,,,,,,,
74,217,2302,2335,0.8,1.6,2,,2,2,2,,,,,2,,,,,,C,3,,,,,,,,,1,1,1,,,,
74,217,2347,0020,0.9,1.7,1.5,4.2,2,2,2,,,,,,,,,A,258,C,3,,,,,,,,,,,,,1,1,1
74,218,0915,,-1,-1,-1,-1,,,,,,,,,,,,A,18,,,,,,,,,,,,,,,,,
74,218,1035,1100,,1.1,1.7,2.1,,2,2,2,,,,,,,,A,37,C,5,,,,,1,,,,1,1,,,1,1,
74,218,1701,1815,1,2.5,2,6.5,2,2,2,2,,,,,C,,,A,44,C,6,,,,,1,1,,,1,1,,,1,1,
74,219,1132,1220,0.7,1.7,1.3,3.3,2,2,2,2,,,,2,,,,A,51,C,6,,,,,1,1,,,1,1,,,1,1,
74,219,1642,1715,0.6,1.2,,3.1,2,2,,2,,,2,2,,,,A,337,C,5,,,,,1,1,,,,,,,1,1,1
74,219,2352,0050,1.2,3.7,5.2,3.9,2,2,2,2,,,,2,,,,A,21,,,,,,,,,,,,,,,,,
74,220,0325,0355,0.8,1.9,,,2,2,,,,,2,2,,,,,,C,2,,,,,1,1,,,,,,,,,
